SMILES,measured log(solubility:mol/L)
[O-][N+](=O)C1=CC=C(O1)C1=NC2=C(N1)C=CC(Cl)=C2,-4.82
C1=CC2=C(C=C1Cl)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],-4.82
ClC1=CC=CC(C2=CNC=C2C#N)=C1Cl,-4.88
CCN(CC)C1=NC(NC(C)C)=NC(OC)=N1,-4.89
CCOP(=S)(OCC)OC1=CC=C(SC)C=C1,-4.89
[#6]CN(C[#6])C1=[NH0]C(O[#6])=[NH0]C(NC([#6])[#6])=[NH0]1,-4.89
CCSC(=O)COC1=C(C)C=C(Cl)C=C1,-5.03
CC(C)(C)NSc1sc2ccccc2n1,-5.14
O=C1NC(=CC=N1)NC(=O)c2ccccc2,-5.16
CCCCCCC\C=C\CC,-5.19
CC1=C(Cl)C=C(C=C1Cl)C1=NNC(=O)C=C1,-5.54
[#6]C1=C(Cl)C=C(C=C1Cl)C1=[NH0][NH0]=C(O)C=C1,-5.54
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-5.84
S=P(OCC)(OCC)SCSc1ccc(Cl)cc1,-5.895
[O-][N+](=O)c1ncn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)n1,-5.97
CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1,-6
CCO[P](=S)(OCC)Oc1cc(Cl)c(Cl)c(SC)c1,-6.08
CCOP(=S)(OCC)OC1=CC(Cl)=C(SC)C=C1Cl,-6.08
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,-6.35
CC(C)(C)C(=O)OC1=CC=C(C=C1)N(=O)=O,-6.57
CCCS[P@](=S)(OCC)OC1=CC=C(Cl)C=C1Cl,-6.69
CC(C)(C)CCCCC(=O)OC=C,-7.12
CCCCCCCCCCC,-7.395
NCCCCCCCCCCN,1.53
C1NC(CC=C1)C1=CC=CN=C1,0.8
C1N[C@@H](CC=C1)c2cccnc2,0.8
C1CCC(NC1)C1=CN=CC=C1,0.79
C1CCC[C@H](N1)c1c[n]ccc1,0.79
[#6]N1CCCC1C1=CC=C[NH0]=C1,0.79
CN1CCC[C@@H]1C1=CN=CC=C1,0.79
CN1C(c2cccnc2)CCC1,0.79
CN1CCC[C@H]1C1=CN=CC=C1,0.79
CCN(CC)C(=O)c1ccc[n]c1,0.75
[#6]CN(C[#6])C(=O)C1=C[NH0]=CC=C1,0.75
CCCCOCCOCCOCCO,0.69
COCC(C)OCC(C)OC(C)CO,0.69
COCC(C)OCC(C)OCC(C)O,0.69
CC(C)N1N=C(C)C=C1OC(=O)N(C)C,0.68
[#6]C([#6])[NH0]1[NH0]=C([#6])C=C1OC(=O)N([#6])[#6],0.68
COCCOCCOCCOCCOC,0.65
CC(=O)OCCOCCOCCOC(C)=O,0.63
[#6]C(O)C[NH0]1C=[NH0]C2=C1C(=O)N([#6])C(=O)N2[#6],0.62
C[C@@H](O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.62
CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.62
CCC(CO)NCCNC(CC)CO,0.55
OS(=O)(=O)C1=CC2=CC=CC(=C2C=C1)S(O)(=O)=O,0.54
OS(=O)(=O)C1=CC=CC2=C(C=CC=C12)S(O)(=O)=O,0.54
CCN(CC)C(=O)C(\Cl)=C(\C)OP(=O)(OC)OC,0.52
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,0.52
CCN(CC)C(=O)C(\Cl)=C\COP(=O)(OC)OC,0.52
CC1(C)CC(O)CC(C)(CN)C1,0.49
COC(=O)C(N)CC1=CC(O)=C(O)C=C1,0.48
CN(C)CNC(=O)C1=CC=CC=C1,0.42
OCCNC(=O)CCCCC(=O)NCCO,0.41
CN(C)CCCNCCCN(C)C,0.36
NCCNCCNCCNCCNCCN,0.33
CC(C)CC(N)C(=O)NCC(=O)NCC(=O)O,0.31
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,0.31
NC1=C2N=CN(C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3O)C2=NC=N1,0.29
[#7]C1=C2[NH0]=C[NH0](C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3O)C2=[NH0]C=[NH0]1,0.29
CN1C(=O)NC(=O)C(O)(C1=O)C1(O)C(=O)NC(=O)N(C)C1=O,0.24
O=C(NCN1CCOCC1)C1=CN=CC=N1,0.18
CCC(C)C1(CC)C(=O)NC(O)=NC1=O,0.15
[#6]N1C2=C([NH0](CC(O)CO)C=[NH0]2)C(=O)N([#6])C1=O,0.12
CC(C)(CO)COC(=O)C(C)(C)CO,0.07
CCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.02
OC(CO)Cn(cn1)c(C(N2C)=O)c1N(C2=O)C,-0.025
CC(=O)CC(=O)OCCOC(=O)CC(C)=O,-0.03
OC(=O)C1=CC2=C(C=C1)N=CC=C2,-0.05
CCNCNC(=O)C1=CC=CC=C1,-0.08
CC(C)C[C@H](NC(=O)CNC(=O)CN)C(O)=O,-0.11
CC(C)CC(NC(=O)CNC(=O)CN)C(O)=O,-0.11
NC1=CC2=CC(=CC(=C2C=C1)S(O)(=O)=O)S(O)(=O)=O,-0.12
CCC1=NC2=CN=CN=C2N=C1CC,-0.12
[#6]N1C2=C([NH0](CCCO)C=[NH0]2)C(=O)N([#6])C1=O,-0.16
CN1C2=C(N(CCCO)C=N2)C(=O)N(C)C1=O,-0.16
CN1C2=C(N(C[C@@H](O)CO)C=N2)C(=O)N(C)C1=O,-0.17
CN1C2=C(N(C[C@H](O)CO)C=N2)C(=O)N(C)C1=O,-0.17
CCN(C(N)=O)C1=CC=CC=C1C,-0.21
CC(=C)C1CCC(C)(O)C(O)C1,-0.23
CC(C)C1(O)CCCC(C)C1,-0.24
NC1=CC=C(C2=CC(=CC=C12)S(O)(=O)=O)S(O)(=O)=O,-0.26
OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,-0.265
CC1(CO)C2CCC1(C)C(=O)C2,-0.28
CC1(C)C2CCC1(C)C(=O)N(O)C2=O,-0.28
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.29
CC(C)C1C(C)CCCC1O,-0.29
CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2,-0.3
COC1=CC=C(NCC(O)CO)C=C1,-0.3
NC1=NC2=C(C=N1)N=CN2CCC(CO)CO,-0.3
NC1=C(C=C(C2=CC=C(C=C12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,-0.32
CCCC(=O)NNC(=O)C1=CC=NC=C1,-0.32
CCC1(CC)C(=O)NC[C@@H](C)C1=O,-0.38
CCC1(CC)C(=O)NCC(C)C1=O,-0.38
OCC1OC(C(O)C1O)N1C=NC2=CN=CN=C12,-0.4
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cncnc23,-0.4
CC(C)C(N)C(=O)NC(C(C)C)C(O)=O,-0.4
OC(CCC1=CCCC1=O)CC(O)=O,-0.4
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,-0.41
CCN(C)N=NC1=CC=C(C=C1)C(O)=O,-0.42
OC(C(C)NC)c1ccccc1,-0.42
OC(=O)C(=O)c1c(cccc1C(O)=O)C(O)=O,-0.45
CN[C@H](C)[C@H](O)C1=CC=CC=C1,-0.47
NC1=CC2=C(C=C(C=C2C=C1)S(O)(=O)=O)S(O)(=O)=O,-0.52
CCOC(=O)N1CC(C)N(CC1C)C(N)=O,-0.55
C(CCOCC1CO1)COCC2CO2,-0.56
CC(=O)[C@@H]1C[C@H](CC(O)=O)C1(C)C,-0.57
CC(=O)C1CC(CC(O)=O)C1(C)C,-0.58
C1=CC=C(N=C1)C1=CC=CN=C1,-0.59
COC1=CC=CC=C1OC[C@@H](O)CO,-0.6
CC(C)C1(C)CCCC(O)C1,-0.6
CCCC(=O)NCCNC(=O)CCC,-0.62
CC(C)(C#N)NC(=O)CSP(=O)(OCC)OCC,-0.62
CCCCOCC(C)OCC(C)O,-0.63
CN(C)C(=O)NC1=CC=C(SC(F)(F)Cl)C(Cl)=C1,-0.64
OCCN(c1ccccc1)CCO,-0.655
CCCCOCCOCCOC(C)=O,-0.66
COc1ccccc1OCC(O)CO,-0.665
CC(CCCC(C)(C)O)CC=O,-0.69
OCC1OC(CC1O)N1C=C(C(=O)NC1=O)C(F)(F)F,-0.71
CC(=C)C(=O)OCCOC(=O)CCC(O)=O,-0.71
OCCOCCOc1ccccc1,-0.72
CC1=CC=NC(NC(=O)C2=CN=CC=N2)=N1,-0.73
CCOC(=O)N1CCN(CC1)C(=O)OCC,-0.73
COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,-0.735
CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,-0.74
OCC1OC(C(O)C1O)N1C=CC(=O)CC1=O,-0.77
CCCCCOC(=O)C(C)OC(C)=O,-0.82
CC(=O)NC1=NC2=C(C=N1)N=CN2COCCO,-0.86
OCC1CCC(O1)N1C=NC2=C(O)N=CN=C12,-0.9
OCC(NC(=O)C1=CC=CC=C1)C(O)=O,-0.91
CC1(C)C2CCC1(C)C(=O)C2O,-0.92
CC1(C)OC2(C)CCC1CC2=O,-0.92
CC1=NN(C(N)=C1)C1=CC=CC=C1,-0.94
OCC1CCC(O1)N1C=NC2=C1N=CNC2=O,-0.94
OC[C@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,-0.94
[#6]C1=[NH0][NH0](C([#7])=C1)C1=CC=CC=C1,-0.94
NCCC1=CNC2=C1C=C(O)C=C2,-0.94
CC(=O)OCCOCN1C=NC2=C1N=C(N)N=C2,-0.97
CN1C=CC(=O)C2=CC=CC=C12,-0.98
CN1N=C(OC2=CC=CC=N2)C=C1C,-0.98
OCCOC1=CC(OCCO)=CC=C1,-1.02
CNC(CC1=CC(O)=C(O)C=C1)C(O)=O,-1.02
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,-1.03
ClC(Cl)C(=O)N(CC=C)CC(=O)NCC=C,-1.04
CN1C(=O)C=CC2=C1C=CC=C2,-1.05
CCCCCCOCCOCCO,-1.05
COC(=O)CNC(=O)C1=CC=CC=C1,-1.06
CC(=O)CC(=O)OCCOC(=O)C(C)=C,-1.06
C(C1CCCCC1)N1CCNC1,-1.06
CC(C)(OC1CCCCC1)C(O)=O,-1.08
CC1=NSC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,-1.08
[#6]C1=[NH0][SH0]C(NS(=O)(=O)C2=CC=C([#7])C=C2)=C1,-1.08
CC(C)(O)C(=O)c1ccccc1,-1.09
CCC(CC)C(=O)N(CC)CC,-1.09
CNCC(C)C1=CC=CC=C1,-1.09
OC(=O)C1=NC2=CC=CC=C2C=C1,-1.09
CCC(=O)N1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.1
CNC(C)CC1=CC=CC=C1,-1.1
CCCCCCN1CCCC1=O,-1.1
Cc1ccc2OCC(=O)COc2c1,-1.11
CC1=NN(C(=N)C1)c2cccc(c2)[S](O)(=O)=O,-1.14
CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,-1.16
OC(=O)CS[C@H](C(O)=O)C1=CC=CC=C1,-1.16
NS(=O)(=O)C1=CC=C(CCCCO)C=C1,-1.19
NCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O,-1.19
Cc1ccccc1OCC(O)CO,-1.19
CCCCP(=O)(CCCC)OCC,-1.2
Cc1cc(O)c(cccc2)c2n1,-1.2
CC1=CC(=O)C2=CC=CC=C2N1,-1.2
[#6]CCN1C(=O)N([#6])C2=C([NH0]([#6])C=[NH0]2)C1=O,-1.21
CCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,-1.21
CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,-1.22
CC(C)(C)c1cc(O)ccc1O,-1.22
Oc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.23
CC1(C)C2CCC1(C)C(O)C2N,-1.23
Oc1ncnc2c1ncn2C3C(O)C(O)C(CO)O3,-1.23
NCC(=O)NCC(=O)NC1=C(Cl)C(Cl)=C(C=C1S(N)(=O)=O)S(N)(=O)=O,-1.23
CC(=O)O[C@@H](C(O)=O)c1ccccc1,-1.23
OCC1OC(C(O)C1O)N1C=NC2=C1N=CNC2=O,-1.23
OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2O,-1.23
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1NC=NC2=O,-1.23
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,-1.23
OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-1.23
OC(=O)CSC(C(O)=O)C1=CC=CC=C1,-1.23
CC(=O)OC(C(O)=O)C1=CC=CC=C1,-1.23
OCCOC1=CC=C(OCCO)C=C1,-1.23
OCCCOC(=O)C1=CC=CC=C1,-1.26
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,-1.26
CCOC(=O)C(O)C1=CC=CC=C1,-1.26
CC(C)C1=C(O)C(C)=CC=C1,-1.27
CCN(C(N)=O)C1=CC=C(OC)C=C1,-1.27
CC1=C(C=C(O1)C(O)C(O)C(O)CO)C(O)=O,-1.28
CC(=O)CC(=O)Nc1ccccc1,-1.3
CCOC(=O)N1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.3
CC(N)(CC1=CC=C(O)C(O)=C1)C(O)=O,-1.32
C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O,-1.32
OCC(O)COC(=O)C1=C(O)C=CC=C1,-1.33
CCC1(COCOC1)COC(=O)C=C,-1.33
CN1C(=O)N(C)C2=C(N=C(C)C(C)=N2)C1=O,-1.34
[#6]N1C(=O)N([#6])C2=C([NH0]=C([#6])C([#6])=[NH0]2)C1=O,-1.34
CC(=O)C1=C(C(O)=O)C(=CN=C1C)C(O)=O,-1.34
CN\C(NC#N)=N\CCSCC1=C(C)N=CN1,-1.34
CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,-1.35
CN=C(NCCSCC1=C(C)N=CN1)NC#N,-1.35
CCSC(CCC(SCC)C(O)=O)C(O)=O,-1.36
CC12C=CCC(OC1=O)C2(C)C(O)=O,-1.37
CN(C)CCC1=CC=C(O)C=C1,-1.37
CCCCOC(=O)[C@H](C)OC(=O)[C@H](C)O,-1.38
CCCCOC(=O)C(C)OC(=O)C(C)O,-1.38
COC(=O)C1CCC(CC1)C(=O)OC,-1.39
CNC(=O)C(C)(C(C)C)C(C)C,-1.39
CCCCC(CCC(O)=O)CC(O)=O,-1.4
NC1=CC=C(C=C1)S(=O)(=O)NC(CO)(CO)CO,-1.4
N[C@H](CC1=NNC2=C1C=CC=C2)C(O)=O,-1.41
NC(CC1=C2C=CC=CC2=NN1)C(O)=O,-1.41
CN[C@@H](C)[C@@H](O)c1ccccc1,-1.41
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,-1.41
NC(C(=O)NCC(O)=O)C1=CC=CC=C1,-1.41
NC(CC1=NNC2=C1C=CC=C2)C(O)=O,-1.41
CC1(C)[C@@H](CC[C@]1(C)C(O)=O)C(O)=O,-1.42
c1(c2ncccc2)ccccn1,-1.42
C\N=C(/NCCSCC1=C(C)N=CN1)NC#N,-1.43
CN=C(NCCSCc1nc[nH]c1C)NC#N,-1.43
Cc1[nH]c[n]c1CSCCN/C(/NC)=N/C#N,-1.43
CC1=C(C#N)C(=O)N(CCC(O)=O)C(=C1)O,-1.44
C\N=C(/NCCSCC1=C(C)NC=N1)NC#N,-1.46
OC(=O)CC1(CCCCC1)CC(O)=O,-1.47
NC1=NC(N)=C(OC2OC(CO)C(O)C(O)C2O)C(=O)N1,-1.48
NC1=NC(=O)C(=C(N)N1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,-1.48
OCCOC(=O)C1=C(C=CC=C1)C(O)=O,-1.48
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,-1.48
C/C=C/CCC1CCCC(=O)O1,-1.49
CC(=O)OC1=CC=C(C=C1)C(C)=O,-1.52
OP(O)(=O)CN(CCCCCCN(CP(O)(O)=O)CP(O)(O)=O)CP(O)(O)=O,-1.52
CC1(C)C2CCC(C2)C(=O)C1=O,-1.52
OC(=O)CC(N(CCC#N)CCC#N)C(O)=O,-1.53
OC(=O)C[C@H](N(CCC#N)CCC#N)C(O)=O,-1.53
CC(C)C(O)(CCC(C)(O)C(O)=O)C(O)=O,-1.53
CNC(NCCSCc1c(C)[nH]cn1)=NC#N,-1.53
C\C=C\CC1(C)C(=O)NC(=O)N(C)C1=O,-1.54
COC1=C(C=C(C=C1C(O)=O)C(O)=O)C(O)=O,-1.54
C\C=C/CC1(C)C(=O)NC(=O)N(C)C1=O,-1.54
CC=CCC1(C)C(=O)NC(=O)N(C)C1=O,-1.54
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,-1.54
CC1(C)CC(=O)CC(C)(C1)C#N,-1.54
[#7]C1=C2[NH0]=C[NH0](C3OC(COP(O)(O)=O)C(O)C3O)C2=[NH0]C=[NH0]1,-1.54
CC(=O)OC1=CC2=C(NC(=O)C2)C=C1,-1.54
c1(c2ccncc2)ccncc1,-1.54
CC(=O)CCc1ccc(O)cc1,-1.55
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@H](O)[C@H](O)[C@H]1O,-1.56
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O,-1.56
CC(=O)NCC(=O)NC1=CC=CC=C1,-1.57
CCSC(C(O)=O)C1=CC=CC=C1,-1.57
CCOC(=O)CSC1=CC=CC=C1,-1.57
[#6]CC1=[NH0]C2=C([NH0]1[#6])C(=O)N([#6])C(=O)N2[#6],-1.57
CCC1=NC2=C(N1C)C(=O)N(C)C(=O)N2C,-1.57
CCCCOP(=O)(CC)OCCCC,-1.57
CC(=O)Nc1ccccc1CC,-1.59
COc1ccc(OC)c(NC(C)=O)c1,-1.59
CC1(C)C(C(O)=O)CCC1(C)C(O)=O,-1.595
CC1=C(C(N)=O)C(=O)N(CCC(O)=O)C(=C1)O,-1.6
CN(C)C1CCC\C=C/CC1,-1.6
CN(C)C1CCCC=CCC1,-1.6
CCCCCCCC(=O)N(C)C,-1.6
NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1,-1.61
CC(=O)NC1=CC(=CC=C1)C(C)=O,-1.62
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O,-1.62
OP(O)(=O)C1=CC=CC2=CC=CC=C12,-1.62
CCCCNC(=O)OCCOC(=O)C=C,-1.63
COC(Cc1ccccc1)OC,-1.63
CCCCCC1CCCC(=O)O1,-1.63
CC1(C)CC(C)(CC1C(O)=O)C(O)=O,-1.64
NC1=CC=C(C2=CC=C(C=C12)S(O)(=O)=O)S(O)(=O)=O,-1.64
CCCCN(CCO)CCCC,-1.64
CCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.66
CCOC1=CC=C(C=C1)N(C)C(N)=O,-1.66
CC1=CC(=O)N(N1)C1=CC=C(C=C1)S(O)(=O)=O,-1.67
NC1=CC=CC2=C1C=C(C=C2)S(O)(=O)=O,-1.68
CCOC(=O)CCCCC(=O)OCC,-1.68
CC(NC(=O)C1=CC=CC=C1)C(O)=O,-1.68
Cc1c(nc[nH]1)CSCCN\C(=N\C)NC#N,-1.69
COC(=O)OC1=CC=C(NC(C)=O)C=C1,-1.69
CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O,-1.69
NC1=CC=C(C=C1)S(=O)(=O)N=C1CC=CN1,-1.69
COC(CC(O)=O)C1=CC=CC=C1,-1.7
NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1,-1.7
NCC(CC(O)=O)C1=CC=C(Cl)C=C1,-1.7
CC(C)(O)C1CCC(C)(O)CC1,-1.703333333
COC1=CC2=C(N=CC=N2)C(N)=C1OC,-1.71
CC1CCC(C(O)C1)C(C)=C,-1.71
[#6]OC1=C(O[#6])C([#7])=C2[NH0]=CC=[NH0]C2=C1,-1.71
O=C(N1)NC(C(C(C)C)(CC=C)C1=O)=O,-1.71
CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N,-1.72
[#6]CN(C[#6])C(=O)CSC1=CC=C(Cl)[NH0]=[NH0]1,-1.72
CC(=C)C1CC=C(C)C(O)C1,-1.72
CCOC(=O)C1=CC(OC)=C(O)C=C1,-1.72
CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.72
CC(=O)CCc1ccccc1,-1.72
[#6]N(CC1=CC=C(Cl)[NH0]=C1)C(\[#6])=N\C#N,-1.72
CN(CC1=CC=C(Cl)N=C1)C(C)=NC#N,-1.72
CCN(CC)C(=O)CSC1=CC=C(Cl)N=N1,-1.72
CNC(=O)COC(=O)c1ccccc1,-1.72
CC(C)OC(=O)CCC(=O)OC(C)C,-1.73
NC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC=N1,-1.73
Cc1ccc2cccc(O)c2n1,-1.73
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.73
O=C(N1)NC(C(CCCC)(CC)C1=O)=O,-1.735
NC1=CC=C2C=CC=CC2=C1S(O)(=O)=O,-1.74
OC(=O)C1=CC=CC2=C1N=CC=C2,-1.74
CN1CC(O)N(C1=O)C1=NN=C(S1)C(C)(C)C,-1.74
CCC1OC(=O)C2=CC=CC=C12,-1.75
CC(C)=CCCC(C)(O)C#C,-1.77
CCCC1CC(=CC(=O)C1)C,-1.77
CC1=NN(C(=O)C1)c2cccc(c2)[S](O)(=O)=O,-1.77
NC1=C2N=CN(C3OC(COP(O)(O)=O)C(O)C3O)C2=NC=N1,-1.77
OC(=O)CCCC1=CC=CC=C1,-1.78
CC1(C2CCC1(C)C(=O)C2)C(O)=O,-1.78
O=C(OCCC)c1cc(O)c(O)c(O)c1,-1.78
CC(C)[C@H]1CCC(=CC1=O)C,-1.79
CCNC(=S)N1CCN(CC1)C(=O)OCC,-1.79
CC(C)(O)C1CCC(C)(O1)C=C,-1.8
CC(NC(=O)C1=CC(=CC=C1)[N+]([O-])=O)C(O)=O,-1.8
O=C(OC)c1ccccc1C(OC)=O,-1.805
CC1OCC(O1)c2ccccc2,-1.81
CC(=O)OCN1C=C(F)C(=O)N(COC(C)=O)C1=O,-1.81
CN1C2=C(N(COC(C)=O)C=N2)C(=O)N(C)C1=O,-1.83
CC1CC(=CC(C)C1C=O)C,-1.84
COC(=O)C1=CC=CC=C1OC(C)=O,-1.84
[#6]CCCOC(=O)C1=C[NH0]=CC=C1,-1.84
C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)[S]1(=O)=O)C(O)=O,-1.84
CCCCOC(=O)C1=CN=CC=C1,-1.84
Oc1c(OC)cc(CC=C)cc1,-1.843333333
CC(CC2C1(C)C)(CC2)C1=O,-1.85
N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-1.85
CC1(C)[C@H]2CC[C@](C)(C2)C1=O,-1.85
CCCCOP(=O)(OCC)OCCCC,-1.85
CC1(C)[C@H]2C[C@](C)(CC2)C1=O,-1.85
CC(C)(C)C1=CC(O)=CC=C1,-1.86
CC1(C)OC(=O)C2=CC=CC=C12,-1.87
CC(CC=O)c1ccccc1,-1.87
CN1C[C@H](O)N(C1=O)C1=NN=C(S1)C(C)(C)C,-1.88
[#6]N1CC(O)N(C1=O)C1=[NH0][NH0]=C([SH0]1)C([#6])([#6])[#6],-1.88
NC(=O)CNC(=O)OCC1=CC=CC=C1,-1.88
CC(C)C1=C(O)C=C(C)C(Cl)=C1,-1.885
O=C1CCCCCCCCCN1,-1.89
NC(=O)OCC1COC2(CCCCC2)O1,-1.89
COc1c(C2=O)c(CO2)ccc1OC,-1.89
CCOC1=NC2=C(N1C)C(=O)N(C)C(=O)N2C,-1.9
O=C(NC1CC1)NC1=CC=CC=C1,-1.9
COC(=O)C1=CC=C(NC(C)=O)C=C1,-1.9
COC1=C(OC)[C@@H]2[C@H](COC2=O)C=C1,-1.9
COC1=C(OC)C2C(COC2=O)C=C1,-1.9
NC1=NC=NC(NCC2=CC=CC=C2)=N1,-1.91
[#6]CC1=C(C[#6])[NH0]=C2C(O)=[NH0]C=[NH0]C2=[NH0]1,-1.91
CCC1=C(CC)N=C2C(=O)N=CN=C2N1,-1.91
CCc1nc2ncnc(O)c2nc1CC,-1.91
CCC1=NC2=C(N=C1CC)C(=O)NC=N2,-1.91
CC(Nc(cc1)ccc1OC(C)=O)=O,-1.91
CCN(CCO)C1=CC=CC=C1,-1.92
CCOC(=O)C1=C(C=CC=C1C(O)=O)N(=O)=O,-1.92
CC(C)(C)c1cc(O)c(O)cc1,-1.92
CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,-1.92
C[C@@H]1CCC2C1COC(=O)[C@@H]2C,-1.92
CC1CCC2C1COC(=O)C2C,-1.92
CC(=O)NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,-1.92
Nc2cccc1ccccc12,-1.92
O=C(c(c(C=O)ccc1OC)c1OC)O,-1.92
CCC1(C)NC(=O)C(C)(CC)NC1=O,-1.92
CC(=O)NC1=NC2=C(N=CN2COCCO)C(=O)N1,-1.92
CC1CCC(CC=1)C(C)(C)O,-1.92
CC1=NN(C(=O)C1)c2ccccc2,-1.93
COc1ccc(C)cc1NC(C)=O,-1.93
COC(CNC(=O)N(CCCl)N=O)N1C(=O)NC=C(F)C1=O,-1.93
CCCCOCCOCCCC,-1.94
CC(C)C1(O)CCC(=CC1)C,-1.94
CCCS(=O)(=O)C(S(=O)(=O)CCC)S(=O)(=O)CCC,-1.94
CCCC(=O)OC(C)OP(=O)(OCC)OCC,-1.95
Oc1cc2ccccc2c(O)c1,-1.95
OCC(CO)(CO)COCC(CO)(CO)CO,-1.96
CC(C)C1=CC(C)=CC=C1O,-1.96
CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC,-1.97
CC(=O)OCCOC1=CC=CC=C1,-1.98
CC(=C)[C@H]1CC=C(C)C(=O)C1,-1.98
CC2(CC1)CCC1C(O2)(C)C,-1.983333333
CC1(C)C2CC(=O)C1(C)CC2=O,-1.99
CC(C)=CCC[C@@](C)(O)C=C,-1.99
Oc(cc2)cc1c2CCCC1,-1.99
CC(C)=CCCC(C)(O)C=C,-1.99
O=C(N1)NC(C(CC=C)(CC=C)C1=O)=O,-2
CCC(C)c1ccccc1O,-2.01
CCN(CC)c1cccc(O)c1,-2.01
CC1C(CCC1(C)O)C(C)=C,-2.02
CN(C)C1=C(C=C(C=C1)C(O)=O)C(O)=O,-2.02
CC(C)(C)C(=O)OCN1C=C(F)C(=O)NC1=O,-2.03
NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1,-2.03
CCCCCCCC(C(O)=O)C(O)=O,-2.04
ON(C1CCCCC1)C(=O)C1CC1,-2.04
CC(=O)\C=C\c1ccccc1,-2.05
CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,-2.05
O=C(CC#N)NCC1=CC=CC=C1,-2.06
CC(C)=CCC\C(C)=C/C=O,-2.06
